total_area,num_rooms,num_bedrooms,num_bathrooms,num_living_rooms,num_kitchens,quality_score,complexity_score,estimated_cost
116.77,5,2,1,1,1,4,6,86158.41
126.78,5,2,1,1,1,7,7,124183.26
163.46,9,4,3,1,1,7,4,164287.72
116.42,5,2,1,1,1,5,2,91768.72
157.66,6,1,2,2,1,8,2,157369.69
213.0,8,3,2,2,1,6,3,174997.58
155.02,6,3,1,1,1,5,2,116388.11
189.79,8,3,3,1,1,3,1,113357.87
140.79,6,2,2,1,1,8,3,143076.13
147.12,7,3,2,1,1,3,1,87482.63
152.58,6,2,2,1,1,9,5,174538.65
141.75,7,2,3,1,1,9,2,159440.7
129.14,5,2,1,1,1,9,7,148979.12
108.84,4,1,1,1,1,3,5,70396.83
133.85,6,2,2,1,1,8,5,143687.96
199.82,9,5,2,1,1,9,7,228070.01
163.89,6,2,2,1,1,4,6,116135.78
93.26,5,1,2,1,1,6,2,88094.41
174.46,7,2,3,1,1,6,3,151227.72
119.77,6,3,1,1,1,6,1,100634.27
150.0,6,3,1,1,1,3,4,90887.0
154.08,6,3,1,1,1,3,1,89910.06
202.63,8,5,1,1,1,7,6,191023.95
221.94,8,4,2,1,1,4,4,152456.65
191.52,7,3,2,1,1,7,5,180995.87
154.27,7,3,2,1,1,9,6,178334.78
224.4,8,5,1,1,1,8,7,226061.22
117.31,6,2,2,1,1,3,5,74014.83
113.41,5,1,2,1,1,8,1,120890.59
135.91,5,1,1,2,1,3,7,84816.53
149.4,8,2,3,2,1,8,6,168050.61
169.06,6,2,2,1,1,8,1,161859.26
127.76,5,2,1,1,1,8,2,127097.62
139.19,5,1,2,1,1,8,5,145512.99
263.83,10,5,2,2,1,3,5,162451.82
110.31,5,2,1,1,1,8,4,119837.81
109.66,6,2,2,1,1,9,2,131009.84
225.51,9,4,3,1,1,9,2,238016.57
175.71,6,3,1,1,1,5,7,139153.92
142.95,7,1,3,2,1,7,3,140962.5
89.98,5,1,2,1,1,8,5,104179.82
171.8,7,2,3,1,1,5,5,140933.63
204.71,8,3,2,2,1,7,4,189381.78
116.26,6,2,2,1,1,9,2,133831.97
120.44,6,3,1,1,1,5,4,96903.77
175.07,6,3,1,1,1,4,2,114615.8
113.91,5,2,1,1,1,6,5,101752.31
149.62,6,3,1,1,1,9,4,162177.51
164.73,6,3,1,1,1,6,4,138320.85
221.46,8,3,3,1,1,3,1,129153.03
90.33,5,1,2,1,1,9,6,114308.04
151.01,6,2,2,1,1,8,6,161173.53
161.19,6,3,1,1,1,4,6,114977.87
116.01,6,3,1,1,1,4,1,78269.14
145.79,6,2,2,1,1,8,5,155598.57
131.22,6,3,1,1,1,6,3,111978.18
177.15,6,2,1,2,1,6,4,145171.95
149.72,5,2,1,1,1,6,1,118701.57
203.73,8,4,1,2,1,8,3,196572.73
139.48,6,2,2,1,1,8,2,144249.99
162.86,7,3,2,1,1,3,1,96539.76
129.65,6,1,2,2,1,7,2,126666.98
109.56,6,3,1,1,1,7,4,108247.32
123.91,7,3,1,2,1,3,4,77057.62
117.93,6,2,2,1,1,3,3,75521.42
120.06,6,2,1,2,1,4,3,81330.53
122.69,6,2,2,1,1,6,1,103580.9
203.1,7,2,2,2,1,6,1,162085.38
84.13,4,1,1,1,1,8,2,91237.67
97.75,4,1,1,1,1,3,3,61155.21
152.99,7,3,1,2,1,6,4,130748.54
122.66,5,2,1,1,1,6,3,102347.7
118.74,4,1,1,1,1,5,5,93571.2
180.22,8,3,3,1,1,5,6,146487.05
140.74,6,3,1,1,1,7,2,127956.1
187.16,7,2,2,2,1,5,7,150401.89
135.43,6,3,1,1,1,4,1,88767.04
92.19,5,2,1,1,1,8,5,101645.15
196.38,7,3,2,1,1,7,7,188146.62
181.97,7,2,3,1,1,6,3,156281.38
184.07,7,4,1,1,1,4,6,128905.01
114.17,5,2,1,1,1,9,7,133023.47
103.4,5,2,1,1,1,4,2,71940.51
104.54,4,1,1,1,1,7,2,99652.55
138.29,7,3,2,1,1,7,2,134979.19
143.74,8,3,3,1,1,8,5,159121.6
166.62,6,3,1,1,1,8,4,163928.11
165.01,7,2,3,1,1,3,3,102268.11
164.2,8,3,3,1,1,4,5,119405.67
140.05,7,2,3,1,1,9,1,159889.89
218.47,8,3,3,1,1,7,6,209382.41
201.91,8,3,3,1,1,7,6,194513.66
136.9,7,3,1,2,1,6,7,126517.12
164.37,7,2,2,2,1,9,5,186781.65
113.58,6,3,1,1,1,9,3,130786.39
230.95,8,3,3,1,1,5,4,172916.5
152.41,6,2,2,1,1,3,7,100863.48
114.98,4,1,1,1,1,3,3,70326.85
174.58,7,2,3,1,1,6,3,146206.67
167.62,6,3,1,1,1,6,3,136566.25
111.04,4,1,1,1,1,7,3,103411.53
178.05,7,3,2,1,1,9,4,195339.45
138.78,7,4,1,1,1,8,2,140723.15
167.76,7,3,1,2,1,7,7,164107.21
133.08,5,2,1,1,1,4,3,89957.9
168.76,7,2,3,1,1,5,2,130123.83
120.95,5,2,1,1,1,7,1,111668.19
174.29,6,3,1,1,1,7,4,156904.26
136.16,6,3,1,1,1,8,3,138604.46
205.77,10,4,3,2,1,3,6,133659.18
176.8,6,3,1,1,1,8,2,167584.52
195.35,8,3,2,2,1,5,6,157916.12
178.54,7,3,2,1,1,8,5,180599.55
167.81,9,4,3,1,1,8,5,184258.53
183.38,8,3,2,2,1,3,5,114344.89
156.62,7,4,1,1,1,5,3,116378.19
185.34,7,3,1,2,1,8,3,181168.56
188.08,7,3,1,2,1,4,3,127521.16
191.53,7,2,3,1,1,3,6,119938.35
125.97,6,2,2,1,1,8,1,131238.62
158.38,8,2,4,1,1,6,7,151520.65
139.92,5,2,1,1,1,4,3,92793.4
167.35,6,3,1,1,1,8,3,162771.17
135.34,5,2,1,1,1,5,1,98534.25
119.1,5,1,2,1,1,6,6,109752.37
105.78,5,1,2,1,1,3,2,65966.32
132.07,6,2,2,1,1,3,2,81351.54
147.15,5,1,2,1,1,9,4,163503.75
105.34,5,2,1,1,1,3,5,69818.19
171.66,6,2,2,1,1,7,6,163650.95
125.29,6,2,2,1,1,8,5,136312.49
98.69,5,2,1,1,1,6,5,91034.32
142.4,5,2,1,1,1,3,6,88586.39
106.4,5,2,1,1,1,9,7,125828.49
167.29,6,3,1,1,1,6,6,145510.5
162.9,6,3,1,1,1,5,4,122715.48
122.55,6,1,3,1,1,8,7,140625.35
129.77,6,3,1,1,1,9,2,141141.16
203.45,8,5,1,1,1,4,4,135980.87
101.43,4,1,1,1,1,8,5,107538.23
104.5,4,1,1,1,1,7,3,97452.42
124.71,6,2,1,2,1,6,2,104328.38
126.29,6,2,2,1,1,9,3,144956.48
100.58,4,1,1,1,1,4,7,75185.91
165.94,7,3,2,1,1,9,4,184617.87
127.91,6,2,1,2,1,8,3,128058.86
185.52,7,3,2,1,1,4,2,123488.33
145.99,6,1,2,2,1,6,3,124425.65
144.66,6,2,1,2,1,6,4,126220.15
139.53,6,3,1,1,1,8,5,144668.91
105.65,6,3,1,1,1,9,5,124878.02
206.85,7,3,1,2,1,3,7,131134.55
123.23,5,2,1,1,1,9,6,140736.33
157.26,7,3,2,1,1,8,6,168799.87
141.0,6,3,1,1,1,5,4,111742.91
149.99,5,2,1,1,1,4,5,103576.84
142.43,6,2,1,2,1,4,3,99649.31
168.61,9,3,3,2,1,9,6,202089.95
129.66,5,2,1,1,1,8,2,126985.03
87.87,5,2,1,1,1,9,2,104369.86
177.99,6,2,2,1,1,5,1,130098.23
169.0,6,2,2,1,1,6,7,148830.37
95.45,5,2,1,1,1,5,5,80662.95
145.31,7,2,3,1,1,4,1,102161.53
109.27,5,2,1,1,1,6,7,105359.24
184.71,7,3,2,1,1,6,5,161633.92
247.99,9,5,1,2,1,9,6,260160.04
145.05,8,3,3,1,1,9,2,168700.64
207.76,7,4,1,1,1,3,2,119268.04
109.93,4,1,1,1,1,7,7,107274.42
175.85,8,4,2,1,1,4,1,117272.14
174.47,6,3,1,1,1,9,3,181265.25
141.97,6,2,1,2,1,5,4,112762.33
167.51,8,3,3,1,1,5,2,129991.77
151.81,8,4,2,1,1,5,6,127392.38
126.04,7,3,2,1,1,9,2,144921.01
139.85,6,2,1,2,1,8,2,137951.64
162.18,6,3,1,1,1,6,4,135602.82
121.16,5,2,1,1,1,5,4,97628.65
109.61,5,2,1,1,1,7,3,104347.54
146.18,7,3,1,2,1,6,7,134520.38
119.04,4,1,1,1,1,6,4,101930.42
180.78,7,3,2,1,1,4,5,127825.14
233.38,8,4,1,2,1,4,7,164941.42
129.98,5,2,1,1,1,9,7,150477.88
216.91,9,4,2,2,1,3,2,127550.14
161.27,6,3,1,1,1,3,5,98828.18
146.97,5,2,1,1,1,4,6,105712.11
200.04,7,3,1,2,1,9,4,207314.4
151.99,6,2,2,1,1,7,2,138624.04
234.22,9,4,3,1,1,9,4,251724.39
186.51,7,3,1,2,1,6,3,153290.54
169.87,9,4,2,2,1,4,6,127670.58
154.25,6,1,2,2,1,9,4,174799.87
105.05,4,1,1,1,1,5,1,78825.3
239.52,8,4,2,1,1,8,5,237225.58
105.09,5,2,1,1,1,3,1,60722.53
175.45,6,2,1,2,1,5,5,137960.07
245.73,9,3,4,1,1,9,2,261883.29
189.26,8,3,2,2,1,9,5,210401.61
177.36,6,2,1,2,1,3,7,113195.06
94.31,4,1,1,1,1,4,2,67203.98
171.23,6,3,1,1,1,6,4,142021.59
117.24,6,2,2,1,1,6,7,110827.4
176.2,7,3,2,1,1,3,2,106010.13
150.58,6,2,1,2,1,3,3,90700.97
129.07,7,2,3,1,1,8,2,143553.27
149.74,5,2,1,1,1,5,4,116016.18
159.04,6,2,2,1,1,4,6,114044.91
147.79,6,3,1,1,1,9,5,160278.19
113.37,6,2,2,1,1,6,5,104148.13
138.55,6,2,1,2,1,4,6,100142.6
172.33,8,3,3,1,1,7,4,170041.89
128.11,5,1,2,1,1,4,4,91691.98
132.85,5,2,1,1,1,3,1,79183.86
178.02,7,3,2,1,1,6,1,143682.43
149.32,6,3,1,1,1,5,5,117498.19
186.97,9,5,2,1,1,3,6,121878.24
232.88,8,2,3,2,1,9,2,241264.77
180.94,7,3,2,1,1,4,2,121979.39
162.02,7,3,2,1,1,7,4,155422.03
125.49,6,2,2,1,1,4,2,88822.16
228.33,9,3,4,1,1,5,5,181507.52
194.55,8,3,3,1,1,4,2,131591.86
222.2,8,4,2,1,1,4,7,156227.51
167.3,9,4,2,2,1,9,4,189440.56
89.58,4,1,1,1,1,6,4,80040.43
105.57,6,3,1,1,1,9,6,127947.4
190.14,7,2,3,1,1,3,6,121978.36
112.58,5,2,1,1,1,3,7,74703.32
128.8,6,2,2,1,1,7,3,122312.5
103.93,4,1,1,1,1,6,6,92208.58
158.17,7,2,2,2,1,4,4,111208.9
186.97,7,3,1,2,1,8,4,181884.34
170.4,6,3,1,1,1,3,1,97506.08
202.56,9,5,2,1,1,3,5,125966.81
155.51,6,2,1,2,1,8,2,152873.6
145.32,5,2,1,1,1,9,2,150588.11
73.01,4,1,1,1,1,5,5,66333.7
100.77,5,1,1,2,1,4,3,70590.27
141.4,7,2,2,2,1,6,2,122361.69
194.39,7,3,2,1,1,7,3,175525.15
98.38,5,2,1,1,1,3,7,65188.53
128.47,6,2,2,1,1,4,1,89545.58
138.39,5,2,1,1,1,8,1,131584.95
166.75,7,2,2,2,1,3,4,103360.57
105.77,6,2,2,1,1,4,3,77433.58
256.27,9,5,2,1,1,4,4,174986.75
104.76,4,1,1,1,1,5,3,80153.26
164.78,7,3,1,2,1,4,6,115264.79
137.77,7,3,2,1,1,4,7,105487.18
186.08,8,4,2,1,1,9,7,212881.96
141.83,5,2,1,1,1,6,7,125290.36
207.28,7,2,3,1,1,9,4,225212.91
155.72,6,3,1,1,1,4,1,103629.56
178.47,6,3,1,1,1,9,3,186936.18
122.67,6,2,2,1,1,6,1,105210.54
185.57,9,3,3,2,1,9,3,210300.53
177.72,6,2,2,1,1,3,6,112327.55
150.37,8,3,3,1,1,9,5,181493.62
145.3,5,2,1,1,1,4,7,104603.96
205.78,9,5,2,1,1,3,2,123778.32
152.48,8,3,2,2,1,3,7,100810.59
210.73,8,4,2,1,1,6,1,167006.58
85.04,4,1,1,1,1,8,3,91894.14
140.4,5,1,1,2,1,6,7,127472.9
91.83,5,1,1,2,1,5,5,79351.85
122.59,6,2,2,1,1,5,4,101211.76
149.42,5,2,1,1,1,9,7,164272.58
170.22,6,1,3,1,1,9,1,181105.22
112.49,5,2,1,1,1,3,1,66995.1
189.96,7,2,2,2,1,9,5,207790.11
106.94,5,2,1,1,1,6,3,94993.13
178.79,6,2,2,1,1,8,5,180985.13
125.18,7,3,2,1,1,4,6,96823.93
115.88,6,3,1,1,1,4,3,84596.57
108.79,5,2,1,1,1,9,5,128103.01
160.8,7,4,1,1,1,4,7,118390.42
132.26,6,3,1,1,1,5,2,98803.52
95.17,5,2,1,1,1,9,4,115791.23
262.51,9,3,3,2,1,8,1,251021.62
133.75,6,2,2,1,1,5,5,108484.86
78.3,4,1,1,1,1,4,5,59601.11
128.88,6,2,2,1,1,5,7,108901.27
165.18,7,4,1,1,1,7,7,159823.05
186.4,7,4,1,1,1,5,1,130555.03
90.3,5,2,1,1,1,4,1,65045.44
142.39,5,2,1,1,1,4,6,97842.07
179.79,6,1,3,1,1,8,4,182935.39
116.19,5,2,1,1,1,4,1,77933.57
141.6,5,2,1,1,1,4,1,91616.11
134.73,6,3,1,1,1,8,6,143754.01
230.67,8,3,2,2,1,7,2,202330.48
167.29,6,2,2,1,1,7,7,162292.0
161.54,7,4,1,1,1,6,7,143927.65
164.85,8,4,1,2,1,7,4,155574.39
150.04,6,2,2,1,1,8,1,149602.26
89.82,5,2,1,1,1,6,1,81007.48
180.29,7,3,2,1,1,7,3,165919.44
139.89,6,2,2,1,1,3,2,84322.4
159.5,8,2,4,1,1,3,3,99597.42
143.51,5,2,1,1,1,4,4,98482.84
179.04,6,2,2,1,1,5,5,137144.6
111.4,6,2,2,1,1,8,6,128780.25
196.55,7,3,2,1,1,3,2,114673.81
117.55,6,3,1,1,1,3,5,74800.7
113.96,5,1,1,2,1,4,2,80915.32
110.16,6,2,2,1,1,6,6,106008.81
123.0,7,2,3,1,1,7,2,123181.71
183.49,8,4,2,1,1,6,2,155947.45
114.53,6,2,2,1,1,3,1,72439.78
145.02,5,2,1,1,1,4,3,98972.36
137.9,6,3,1,1,1,7,4,127882.55
157.18,7,3,2,1,1,4,1,106265.69
158.75,6,3,1,1,1,5,1,116369.57
164.96,6,3,1,1,1,4,4,110810.81
167.79,7,3,2,1,1,6,2,140255.0
125.06,6,2,2,1,1,5,7,106544.36
119.6,6,2,2,1,1,5,7,104104.76
219.53,8,4,2,1,1,5,1,157398.62
160.17,9,5,2,1,1,7,6,158665.49
162.18,8,3,3,1,1,3,2,97448.73
106.66,4,1,1,1,1,9,7,124819.63
129.14,5,2,1,1,1,4,5,91964.52
134.8,6,2,2,1,1,7,4,132100.42
255.57,9,2,4,2,1,8,7,267902.05
142.04,6,3,1,1,1,7,1,126850.72
140.19,6,3,1,1,1,9,7,160666.12
128.31,6,1,3,1,1,5,5,108965.06
99.37,4,1,1,1,1,3,6,63935.35
158.37,6,3,1,1,1,7,5,148123.13
135.39,7,4,1,1,1,3,5,87202.19
132.72,6,2,2,1,1,9,6,155375.5
145.79,6,2,2,1,1,7,7,145870.33
169.51,7,3,2,1,1,8,1,166038.44
79.94,4,1,1,1,1,9,2,95075.55
138.75,5,1,2,1,1,8,6,148750.68
108.59,6,2,2,1,1,5,5,94305.04
203.98,7,2,2,2,1,7,5,188183.08
160.72,6,3,1,1,1,7,6,152330.34
191.66,7,3,2,1,1,8,6,196123.33
92.75,5,2,1,1,1,8,5,103481.12
207.62,7,4,1,1,1,3,4,127985.59
178.1,6,1,3,1,1,7,5,167460.29
175.71,6,2,2,1,1,6,2,144085.55
148.64,6,3,1,1,1,7,2,132449.35
148.65,5,2,1,1,1,5,6,117251.96
157.49,6,3,1,1,1,6,1,127946.63
142.24,6,2,2,1,1,7,6,139970.8
101.99,5,2,1,1,1,4,4,71667.41
102.03,5,2,1,1,1,8,7,114577.16
108.93,5,1,2,1,1,6,6,100183.11
124.37,6,3,1,1,1,5,3,94658.88
152.12,6,1,2,2,1,9,3,168892.8
162.32,7,3,2,1,1,7,6,157898.96
104.56,5,2,1,1,1,4,3,73062.58
175.12,6,2,2,1,1,3,6,110206.35
73.68,4,1,1,1,1,6,6,74531.26
145.85,5,1,1,2,1,9,5,157546.04
124.25,5,2,1,1,1,4,3,86551.73
116.81,6,2,2,1,1,3,6,77873.73
203.53,8,2,3,2,1,7,3,188921.76
188.71,8,3,3,1,1,3,7,123406.04
116.13,6,3,1,1,1,9,3,132813.43
158.6,6,2,1,2,1,5,7,125808.38
129.92,5,1,2,1,1,8,1,129780.08
160.22,6,2,2,1,1,9,5,178125.39
143.42,5,2,1,1,1,3,6,90982.57
142.49,6,3,1,1,1,7,3,131072.7
209.67,7,2,3,1,1,7,6,197220.49
157.53,8,3,2,2,1,6,3,138466.01
248.41,9,4,2,2,1,7,6,228361.08
128.33,6,1,3,1,1,8,5,143190.0
87.63,5,2,1,1,1,6,6,83921.86
106.0,4,1,1,1,1,5,2,81948.73
142.37,6,3,1,1,1,8,5,145936.26
161.39,6,2,2,1,1,3,1,95136.47
119.89,5,2,1,1,1,9,7,139407.53
149.47,6,2,1,2,1,9,2,157287.89
127.07,5,2,1,1,1,4,6,92108.79
138.45,5,1,2,1,1,8,6,149912.94
175.7,7,1,4,1,1,8,3,184278.67
141.63,6,3,1,1,1,4,7,103026.18
159.05,6,2,2,1,1,3,3,97936.94
168.31,6,3,1,1,1,8,1,156791.96
161.74,6,2,2,1,1,9,2,170397.67
205.06,7,3,2,1,1,3,7,132122.21
117.69,6,3,1,1,1,4,2,85722.22
107.52,5,2,1,1,1,6,5,97888.02
146.87,6,3,1,1,1,4,4,103768.81
136.49,5,2,1,1,1,5,1,100096.93
187.98,8,4,1,2,1,4,2,122967.69
104.86,5,1,1,2,1,7,3,102006.46
107.83,6,3,1,1,1,4,3,76314.61
200.72,7,2,2,2,1,9,3,213633.13
324.84,11,5,3,2,1,5,5,248151.14
179.23,6,2,2,1,1,9,7,200838.79
149.95,6,2,2,1,1,5,7,122319.35
124.76,6,3,1,1,1,8,4,128645.64
131.01,5,2,1,1,1,8,2,130967.02
197.34,9,5,1,2,1,9,5,215637.21
191.07,8,4,2,1,1,7,4,177421.31
89.03,4,1,1,1,1,8,2,96747.49
107.97,6,3,1,1,1,3,4,70868.27
170.17,8,2,4,1,1,8,1,177410.47
136.76,5,2,1,1,1,5,2,102017.44
144.62,7,3,2,1,1,5,5,119004.9
96.95,5,2,1,1,1,5,1,73963.06
146.7,8,3,2,2,1,5,5,121667.9
172.38,7,3,2,1,1,5,6,139388.57
96.12,5,2,1,1,1,7,7,100761.17
230.4,8,2,4,1,1,4,3,157670.21
95.08,4,1,1,1,1,4,7,72188.76
184.95,8,3,3,1,1,5,6,148804.37
175.25,6,3,1,1,1,3,7,112216.57
126.21,7,3,2,1,1,3,5,84380.01
123.41,7,4,1,1,1,9,3,136470.03
156.62,7,3,2,1,1,8,5,164940.96
170.13,8,3,3,1,1,9,1,185654.03
157.79,7,3,2,1,1,7,2,145370.39
72.2,4,1,1,1,1,7,7,79137.75
142.85,5,2,1,1,1,6,1,116115.95
209.48,9,5,1,2,1,5,5,161049.47
148.82,5,1,2,1,1,7,3,136185.3
121.87,6,2,2,1,1,4,3,89674.9
139.17,6,2,2,1,1,7,3,130333.43
142.65,8,4,2,1,1,4,4,105044.97
155.99,8,4,2,1,1,5,1,120993.04
129.04,6,3,1,1,1,5,6,104896.55
132.72,7,3,2,1,1,8,7,148408.73
201.31,7,3,2,1,1,9,2,208836.63
177.29,9,4,3,1,1,7,5,173219.54
148.06,5,2,1,1,1,8,1,140804.27
114.74,6,2,2,1,1,3,5,77744.38
133.29,5,2,1,1,1,5,7,107302.94
195.63,7,3,2,1,1,9,6,215826.45
122.75,7,2,2,2,1,9,7,153042.69
169.04,8,3,3,1,1,3,1,101183.08
106.22,6,1,3,1,1,3,7,77494.03
90.63,5,2,1,1,1,8,3,99111.13
135.53,6,3,1,1,1,4,2,90596.94
118.57,5,2,1,1,1,5,5,97606.08
110.09,6,2,2,1,1,9,6,135484.07
186.71,8,3,2,2,1,9,2,198517.77
177.7,7,2,3,1,1,3,1,104684.41
129.99,6,3,1,1,1,4,4,93937.77
93.27,5,2,1,1,1,6,2,82358.9
115.94,5,2,1,1,1,6,1,98350.39
130.07,6,3,1,1,1,8,5,137784.01
106.09,6,3,1,1,1,7,7,111912.6
108.93,5,2,1,1,1,9,5,126706.77
211.35,8,4,2,1,1,3,1,120231.94
192.43,8,3,2,2,1,9,3,207421.45
127.48,7,3,2,1,1,3,6,83702.78
155.73,6,2,2,1,1,9,2,164205.11
145.35,7,4,1,1,1,3,5,90660.65
150.55,6,3,1,1,1,4,5,105922.28
114.58,5,1,2,1,1,4,1,77225.47
83.63,4,1,1,1,1,5,2,67700.93
139.55,6,3,1,1,1,7,6,135609.33
118.11,6,3,1,1,1,6,6,106714.88
209.33,8,4,2,1,1,8,7,214796.52
145.47,6,3,1,1,1,9,2,153749.01
128.45,5,2,1,1,1,5,6,103332.45
244.97,9,3,3,2,1,9,6,269852.9
119.13,6,1,3,1,1,4,5,89794.35
113.59,5,1,2,1,1,6,4,100862.24
166.15,6,3,1,1,1,6,1,129356.88
189.63,8,3,3,1,1,4,7,138583.3
147.17,8,4,2,1,1,4,2,102719.15
107.66,6,2,2,1,1,8,3,116412.03
142.67,5,2,1,1,1,4,4,99757.97
126.12,7,1,3,2,1,7,1,126566.77
131.94,5,2,1,1,1,9,5,146211.61
93.7,5,2,1,1,1,5,6,78029.6
165.78,8,3,2,2,1,5,5,132618.36
134.3,6,2,1,2,1,8,3,137064.55
113.63,5,2,1,1,1,3,3,69280.18
164.47,6,2,2,1,1,7,1,145035.59
159.7,7,3,2,1,1,7,5,155229.03
142.56,6,3,1,1,1,9,1,151783.84
136.19,7,3,2,1,1,3,4,88570.54
167.31,6,3,1,1,1,5,3,125014.43
117.06,6,2,2,1,1,6,6,110605.15
153.36,6,2,2,1,1,3,4,96661.72
142.31,5,1,2,1,1,7,5,136616.79
168.7,6,2,2,1,1,7,4,157708.94
111.6,6,2,2,1,1,8,3,123533.39
127.87,7,3,1,2,1,4,4,89669.1
176.28,7,4,1,1,1,4,5,122779.29
139.5,5,2,1,1,1,6,7,120976.8
155.47,7,3,2,1,1,8,5,163914.07
89.71,4,1,1,1,1,5,7,78000.76
158.32,6,3,1,1,1,5,4,118856.65
143.29,7,4,1,1,1,6,7,131529.98
134.77,7,3,2,1,1,8,6,151460.67
169.32,7,3,1,2,1,4,5,118373.71
154.54,6,3,1,1,1,3,1,89703.47
201.43,7,3,2,1,1,4,5,137479.12
73.53,4,1,1,1,1,9,1,88193.91
150.32,7,2,2,2,1,8,5,162702.12
204.76,7,3,1,2,1,6,5,169037.5
140.69,6,2,2,1,1,7,2,131051.39
159.88,6,3,1,1,1,5,2,120052.55
204.93,7,2,3,1,1,3,1,118715.75
96.41,5,2,1,1,1,3,7,65847.24
107.88,6,2,2,1,1,9,5,132678.05
82.77,4,1,1,1,1,9,4,98066.72
145.85,7,4,1,1,1,6,3,125590.4
142.59,5,2,1,1,1,5,3,105289.66
179.44,9,4,3,1,1,7,3,170837.28
143.37,6,3,1,1,1,9,5,161829.08
148.96,7,2,3,1,1,6,5,137588.5
128.69,5,1,1,2,1,4,6,91521.7
176.33,6,3,1,1,1,8,4,171367.15
120.21,6,1,3,1,1,9,5,147655.46
191.12,7,3,2,1,1,8,5,194412.65
109.72,5,2,1,1,1,3,7,71178.66
97.69,4,1,1,1,1,7,7,100827.6
144.94,6,2,2,1,1,4,1,96083.64
172.64,8,5,1,1,1,6,6,150375.15
163.03,6,1,2,2,1,8,1,159296.58
131.35,7,4,1,1,1,5,5,107810.72
251.71,9,4,3,1,1,4,3,168679.87
188.68,7,3,2,1,1,7,5,178213.97
106.49,6,3,1,1,1,7,3,102890.29
196.01,7,2,3,1,1,4,2,131902.06
92.04,4,1,1,1,1,3,7,59593.94
183.94,9,3,4,1,1,9,4,213793.9
166.15,6,2,2,1,1,4,5,118160.47
173.4,6,2,2,1,1,8,3,170131.74
131.45,6,3,1,1,1,8,6,139394.41
202.66,7,3,2,1,1,4,7,145444.45
117.53,6,3,1,1,1,7,1,109123.54
205.84,7,3,2,1,1,9,4,215936.04
195.22,9,4,3,1,1,3,7,130357.03
140.56,6,2,2,1,1,8,5,147576.54
165.15,7,3,2,1,1,7,6,161741.88
81.65,4,1,1,1,1,9,1,95984.81
123.09,6,1,2,2,1,6,2,110966.34
149.16,6,2,1,2,1,3,3,89312.71
234.14,9,4,3,1,1,4,1,153767.15
168.57,9,4,3,1,1,9,7,203320.19
194.38,7,4,1,1,1,8,3,186853.07
163.71,6,3,1,1,1,4,6,116815.15
205.27,7,3,1,2,1,7,1,176456.13
137.53,7,3,2,1,1,3,4,87792.01
170.99,7,2,2,2,1,9,3,188020.72
163.42,6,2,2,1,1,3,7,106636.43
166.49,7,4,1,1,1,6,6,145830.71
106.85,5,2,1,1,1,9,3,121244.46
195.48,7,4,1,1,1,7,5,176405.83
114.25,5,2,1,1,1,3,4,69757.68
174.69,7,3,2,1,1,6,6,155301.06
114.24,6,3,1,1,1,6,6,106658.34
145.16,6,2,2,1,1,3,4,91315.42
109.32,4,1,1,1,1,9,2,117302.47
138.86,6,2,2,1,1,5,5,112702.21
198.25,8,4,1,2,1,8,4,196675.06
146.6,8,3,2,2,1,4,7,110563.48
205.64,8,4,2,1,1,5,3,157229.28
111.56,5,1,2,1,1,4,3,80219.28
176.55,7,3,1,2,1,5,1,127137.57
106.89,5,2,1,1,1,3,3,69876.17
191.07,7,2,2,2,1,9,7,216615.13
161.04,6,3,1,1,1,6,7,143215.14
229.75,9,4,3,1,1,3,2,135952.02
180.43,9,4,3,1,1,3,3,113586.17
119.97,6,2,2,1,1,4,7,93877.62
91.25,4,1,1,1,1,9,7,111659.82
168.89,7,1,3,2,1,3,4,106932.53
172.76,6,3,1,1,1,8,2,165529.59
136.48,7,4,1,1,1,5,7,112854.05
170.1,7,2,3,1,1,9,3,190947.02
100.64,5,1,1,2,1,6,4,91625.21
126.67,6,2,2,1,1,4,7,97120.79
142.5,6,1,2,2,1,4,5,102992.74
206.34,7,4,1,1,1,8,3,198344.93
102.21,4,1,1,1,1,9,1,109774.46
165.53,7,2,3,1,1,9,3,184016.51
117.49,6,2,1,2,1,4,6,87244.28
111.2,5,1,2,1,1,6,1,98007.95
192.82,7,2,2,2,1,3,7,124303.51
143.31,6,3,1,1,1,4,6,104494.75
179.93,7,3,1,2,1,5,5,139154.86
146.05,6,2,1,2,1,9,2,157255.8
178.42,6,2,2,1,1,4,7,127688.88
136.47,7,4,1,1,1,7,7,137684.31
243.82,9,4,3,1,1,5,3,184030.06
207.8,7,3,1,2,1,8,3,198874.31
77.95,4,1,1,1,1,6,6,75900.57
133.28,5,1,1,2,1,4,3,89674.72
119.74,5,2,1,1,1,7,4,115054.38
150.65,6,2,2,1,1,7,6,146965.54
149.76,8,5,1,1,1,5,3,117688.57
162.9,7,3,1,2,1,4,1,111018.21
205.48,8,3,3,1,1,5,3,157819.05
124.61,7,2,3,1,1,5,4,107204.97
93.19,4,1,1,1,1,4,6,68563.11
119.03,4,1,1,1,1,7,5,112371.25
170.6,9,4,2,2,1,3,5,105851.02
206.2,9,4,2,2,1,5,2,154596.49
177.14,7,3,2,1,1,6,2,144121.23
171.2,6,3,1,1,1,3,6,108195.03
152.42,6,2,2,1,1,9,6,174610.38
188.28,7,3,2,1,1,4,3,128815.43
